"","source","type","gene_id","gene_version","gene_name","gene_type","gene_search","sigma.sq","tau.sq","phi","loglik","runtime","mean","var","spcov","prop_sv","loglik_lm","LR_stat","rank","pval","padj","file"
"2372","HAVANA","gene","ENSG00000142089",16,"IFITM3","protein_coding","IFITM3; ENSG00000142089",0.00749209524128078,0.327002467879016,5.05136358458881e-07,-15980.8405564084,3.51300000000037,0.255992156444677,0.334676096917275,0.338123212067163,0.0223982571536935,-16023.7754918038,85.8698707907606,415,0,0,"nnSVG_V13F27-348.csv"
"2373","HAVANA","gene","ENSG00000174775",17,"HRAS","protein_coding","HRAS; ENSG00000174775",0.00166960465771939,0.173961542875056,17.676120656355,-10092.8939637815,3.26200000000017,0.180310177233145,0.175643299059587,0.226613920104136,0.00950631298134527,-10097.6199176672,9.45190777148673,1565,0.00886225629683568,0.0126506585093488,"nnSVG_V13F27-348.csv"
"2374","HAVANA","gene","ENSG00000177030",16,"DEAF1","protein_coding","DEAF1; ENSG00000177030",0.00159331390581001,0.180216942021158,12.8382345162927,-10410.8653847083,3.2800000000002,0.186744449922999,0.18181344951514,0.213748447913487,0.0087636085086973,-10414.9822675557,8.23376569471293,1630,0.0162952300762068,0.0223334625707031,"nnSVG_V13F27-348.csv"
"2375","HAVANA","gene","ENSG00000177156",11,"TALDO1","protein_coding","TALDO1; ENSG00000177156",0.00264725571416309,0.164983552953262,0.0227019360093148,-9648.86188912791,3.51499999999987,0.163457181202296,0.167634665601528,0.314770440562773,0.0157921788674012,-9668.64557874199,39.5673792281596,743,2.55889676115117e-09,7.69391031549357e-09,"nnSVG_V13F27-348.csv"
"2376","HAVANA","gene","ENSG00000184524",6,"CEND1","protein_coding","CEND1; ENSG00000184524",0.0112316012030811,0.373497575843171,4.93576302488132e-06,-17243.1912736634,3.64800000000014,0.437741244934734,0.384746292630527,0.242104782569817,0.0291935259220823,-17305.3328426746,124.283138022387,287,0,0,"nnSVG_V13F27-348.csv"
"2377","HAVANA","gene","ENSG00000177542",11,"SLC25A22","protein_coding","SLC25A22; ENSG00000177542",0.00280900048182387,0.188377218361346,0.00816440902363264,-10860.0022618364,3.57999999999993,0.2031317393742,0.191194449458754,0.260914442562192,0.0146924841069643,-10877.4300542221,34.8555847715543,811,2.69901895277869e-08,7.43478217078617e-08,"nnSVG_V13F27-348.csv"
"2378","HAVANA","gene","ENSG00000177600",9,"RPLP2","protein_coding","RPLP2; ENSG00000177600",0.0131433317357211,0.739259639424686,3.71037039205135,-23449.193191846,2.83699999999999,0.999635411011886,0.752431017624906,0.114686184030786,0.0174684739953254,-23470.6387395725,42.8910954528619,704,4.85642859260338e-10,1.54108827782329e-09,"nnSVG_V13F27-348.csv"
"2379","HAVANA","gene","ENSG00000177700",6,"POLR2L","protein_coding","POLR2L; ENSG00000177700",0.00288216409612967,0.335343936485388,0.977729989380446,-16115.2691791622,3.54399999999987,0.354148532411256,0.338246310815976,0.151591170189059,0.00852141242551748,-16121.313376426,12.0883945276328,1418,0.00237158383123259,0.00373633164948774,"nnSVG_V13F27-348.csv"
"2380","HAVANA","gene","ENSG00000183020",13,"AP2A2","protein_coding","AP2A2; ENSG00000183020",0.00234003607383823,0.218828165782476,5.79028548928767e-05,-12207.1870579447,3.76600000000008,0.241575696073769,0.221167320351551,0.200243319762577,0.0105803458824451,-12216.0476909001,17.7212659106881,1202,0.000141865241376493,0.000263666347117376,"nnSVG_V13F27-348.csv"
"2381","HAVANA","gene","ENSG00000078902",16,"TOLLIP","protein_coding","TOLLIP; ENSG00000078902",0.00931744502633158,0.367831227799804,0.0211304753442483,-17076.5337767789,3.52499999999964,0.437157007171353,0.377203048669718,0.220806053427869,0.0247049657009582,-17123.3266118511,93.5856701444864,378,0,0,"nnSVG_V13F27-348.csv"
"2382","HAVANA","gene","ENSG00000117984",14,"CTSD","protein_coding","CTSD; ENSG00000117984",0.00839455122359025,0.50470358574089,1.14101956745263e-08,-19930.588286897,3.529,0.592022422714745,0.513150315318741,0.154760664544829,0.0163605178402185,-19952.4879999422,43.7994260905034,689,3.08372327673112e-10,9.99860348362456e-10,"nnSVG_V13F27-348.csv"
"2383","HAVANA","gene","ENSG00000110651",11,"CD81","protein_coding","CD81; ENSG00000110651",0.00905304161017645,0.608119560716265,3.83810408586325e-07,-21632.1633763159,3.3159999999998,0.718233067670412,0.617273474072686,0.132474369727916,0.0146685733878187,-21650.6488090138,36.9708653957205,788,9.37299926562218e-09,2.65726908114213e-08,"nnSVG_V13F27-348.csv"
"2384","HAVANA","gene","ENSG00000244734",4,"HBB","protein_coding","HBB; ENSG00000244734",0.0355106574699875,0.565487669708468,1.79437878369361,-21203.8323986061,3.07799999999997,0.297153112037528,0.602243639600924,0.634160333669537,0.0590861169892129,-21424.0652992669,440.465801321654,68,0,0,"nnSVG_V13F27-348.csv"
"2385","HAVANA","gene","ENSG00000166313",19,"APBB1","protein_coding","APBB1; ENSG00000166313",0.00850648048784845,0.51318093521737,0.162660560932107,-20083.4398811623,3.53099999999995,0.633556514303445,0.521739128760271,0.14557593707008,0.0163057038214145,-20105.0650433651,43.2503244055042,698,4.0579939408758e-10,1.29843594182071e-09,"nnSVG_V13F27-348.csv"
"2386","HAVANA","gene","ENSG00000166441",13,"RPL27A","protein_coding","RPL27A; ENSG00000166441",0.00882289616459761,0.568095890258742,13.7055183957985,-21016.9474135426,8.42399999999998,0.666310158484244,0.576937212226811,0.140970795193224,0.0152931337516255,-21029.4652640829,25.0357010804946,1001,3.66072061619427e-06,8.1698799766014e-06,"nnSVG_V13F27-348.csv"
"2387","HAVANA","gene","ENSG00000110321",17,"EIF4G2","protein_coding","EIF4G2; ENSG00000110321",0.00675282978504078,0.417470074322901,0.296285161474576,-18183.4729289112,8.3420000000001,0.480241707594481,0.424215094792229,0.17111300839772,0.0159181169136557,-18202.9912872932,39.0367167640143,750,3.3364503382316e-09,9.93817340747919e-09,"nnSVG_V13F27-348.csv"
"2388","HAVANA","gene","ENSG00000050165",18,"DKK3","protein_coding","DKK3; ENSG00000050165",0.0356380546162877,0.753538892505776,2.34596214778718,-23783.8756944006,7.74499999999989,1.11047025349109,0.789493170924577,0.170000447687883,0.0451585094398044,-23912.6072177775,257.463046753815,138,0,0,"nnSVG_V13F27-348.csv"
"2389","HAVANA","gene","ENSG00000133816",15,"MICAL2","protein_coding","MICAL2; ENSG00000133816",0.00162952491102398,0.138515884579049,0.000405345657545637,-8011.5454004269,7.22400000000016,0.142459981149567,0.140138687439728,0.283359396886391,0.0116273869900777,-8021.85791885098,20.6250368481469,1112,3.32146862118687e-05,6.67280656450672e-05,"nnSVG_V13F27-348.csv"
"2390","HAVANA","gene","ENSG00000148925",10,"BTBD10","protein_coding","BTBD10; ENSG00000148925",0.0020760216552142,0.125302426350908,11.0497110104389,-7129.38482901106,7.89499999999998,0.131563700859105,0.127386992600666,0.346321822364619,0.0162980605252344,-7144.91429839365,31.0589387651708,884,1.80151192075151e-07,4.55268962778153e-07,"nnSVG_V13F27-348.csv"
"2391","HAVANA","gene","ENSG00000129084",17,"PSMA1","protein_coding","PSMA1; ENSG00000129084",0.00112246585670381,0.170028956162564,2.08309088365087,-9856.50860632039,8.44299999999998,0.173202805358288,0.171160763573734,0.193433481158912,0.00655832036602915,-9859.98855532602,6.95989801126416,1710,0.0308089820772608,0.0402498631348542,"nnSVG_V13F27-348.csv"
"2392","HAVANA","gene","ENSG00000110696",10,"C11orf58","protein_coding","C11orf58; ENSG00000110696",0.0014573806167559,0.220258400789201,1.9091726691422,-12235.80065472,7.90300000000002,0.229038706337007,0.221735624909735,0.166677743582271,0.00657319297487206,-12239.6368696176,7.6724297951987,1663,0.0215751109910024,0.0289830414635594,"nnSVG_V13F27-348.csv"
"2393","HAVANA","gene","ENSG00000110700",7,"RPS13","protein_coding","RPS13; ENSG00000110700",0.0078120952984674,0.652286452035828,0.132932597320534,-22256.1344993857,8.375,0.761442839437032,0.660151566159212,0.116077075918703,0.0118347409337823,-22267.9586808334,23.6483628953065,1034,7.32526337809958e-06,1.58265361573254e-05,"nnSVG_V13F27-348.csv"
"2394","HAVANA","gene","ENSG00000129159",7,"KCNC1","protein_coding","KCNC1; ENSG00000129159",0.00182452534089022,0.103024654150033,35.3265454589603,-5345.99466334015,9.40999999999985,0.112839883652942,0.104853562846733,0.378540472728742,0.0174014269806296,-5355.55452066248,19.1197146446721,1157,7.05028571275079e-05,0.000136130840814912,"nnSVG_V13F27-348.csv"
"2395","HAVANA","gene","ENSG00000134333",14,"LDHA","protein_coding","LDHA; ENSG00000134333",0.0119206062290323,0.416900131762258,6.48090413361779e-05,-18245.7720365196,8.34199999999987,0.473417566553572,0.428847937156108,0.230624160369326,0.0277985768245995,-18302.8326919472,114.121310855196,308,0,0,"nnSVG_V13F27-348.csv"
"2396","HAVANA","gene","ENSG00000110786",18,"PTPN5","protein_coding","PTPN5; ENSG00000110786",0.00118458750700127,0.113484039960208,0.0902699371606177,-6169.62176620152,8.30099999999993,0.122557358696998,0.11467384326478,0.280830440644531,0.0103305283508343,-6178.48869170255,17.7338510020618,1201,0.000140975350639061,0.00026223058561837,"nnSVG_V13F27-348.csv"
"2397","HAVANA","gene","ENSG00000110427",16,"KIAA1549L","protein_coding","KIAA1549L; ENSG00000110427",0.00494762673891273,0.259271852266706,0.000557444476565587,-13823.8266248097,9.03600000000006,0.29142186926874,0.264244768764107,0.241366128491479,0.0187254427929877,-13851.8220675328,55.9908854461828,580,6.94555524205498e-13,2.67523627771566e-12,"nnSVG_V13F27-348.csv"
"2398","HAVANA","gene","ENSG00000085063",16,"CD59","protein_coding","CD59; ENSG00000085063",0.00326530674790373,0.371151897437546,0.000275161769187693,-17049.2042436578,10.0340000000001,0.399442440999045,0.374428357662978,0.143056562724447,0.00872103821993825,-17055.4606994418,12.5129115680829,1403,0.00191803168270521,0.00305408608636026,"nnSVG_V13F27-348.csv"
"2399","HAVANA","gene","ENSG00000110436",13,"SLC1A2","protein_coding","SLC1A2; ENSG00000110436",0.0351900904798792,1.34917395853763,2.51899360824368e-07,-29026.929276104,7.19400000000019,1.74478229981865,1.3870904552748,0.107514971692257,0.025419679530723,-29092.9651864154,132.071820622783,270,0,0,"nnSVG_V13F27-348.csv"
"2400","HAVANA","gene","ENSG00000187479",8,"C11orf96","protein_coding","C11orf96; ENSG00000187479",0.00899562776486793,0.272347352212436,4.41199815618026e-07,-14355.4037586573,7.19900000000007,0.179089173234196,0.281647531315934,0.529598085637425,0.0319738838537703,-14438.0930872925,165.378657270412,222,0,0,"nnSVG_V13F27-348.csv"
"2401","HAVANA","gene","ENSG00000019505",8,"SYT13","protein_coding","SYT13; ENSG00000019505",0.00693735264471986,0.217754059562489,17.1241689090457,-12318.2702026768,8.33900000000017,0.253333947997912,0.224725094376394,0.328778564121612,0.0308750235559616,-12362.7366759057,88.932946457895,404,0,0,"nnSVG_V13F27-348.csv"
"2402","HAVANA","gene","ENSG00000121671",12,"CRY2","protein_coding","CRY2; ENSG00000121671",0.000978174352671121,0.126212970591964,0.0599672149262943,-7126.19761435099,7.18700000000013,0.13187480942017,0.127197071741284,0.237162648024549,0.00769058532413485,-7131.19974899279,10.0042692835941,1529,0.00672357923626421,0.00982372531969538,"nnSVG_V13F27-348.csv"
"2403","HAVANA","gene","ENSG00000121653",11,"MAPK8IP1","protein_coding","MAPK8IP1; ENSG00000121653",0.00350406917136591,0.319130177748924,7.53770734483736,-15679.6217965104,7.19800000000009,0.344389884365421,0.32264715957007,0.171884196671322,0.010860809739865,-15687.3129180114,15.3822430020446,1288,0.000456865509177451,0.000792420456135423,"nnSVG_V13F27-348.csv"
"2404","HAVANA","gene","ENSG00000149091",15,"DGKZ","protein_coding","DGKZ; ENSG00000149091",0.00647914795036124,0.382449034919985,8.22538048289947e-05,-17382.9994340769,8.625,0.439952905752754,0.388954985406072,0.182958570400664,0.0166589829066749,-17405.3370346714,44.6752011888384,681,1.99023020286404e-10,6.52889026901361e-10,"nnSVG_V13F27-348.csv"
"2405","HAVANA","gene","ENSG00000110514",19,"MADD","protein_coding","MADD; ENSG00000110514",0.00286039890139577,0.195616490337138,2.37010432999178,-11205.8821754148,7.76600000000008,0.215581574241672,0.19849309132604,0.248085660396402,0.0144117479489418,-11221.792937161,31.8215234924755,871,1.23039333721486e-07,3.15579645848221e-07,"nnSVG_V13F27-348.csv"
"2406","HAVANA","gene","ENSG00000165916",8,"PSMC3","protein_coding","PSMC3; ENSG00000165916",0.00146182023980357,0.212628133166866,7.11155229292478,-11914.3719524837,7.90099999999984,0.226310992000551,0.214102399415308,0.168943441580903,0.0068280655703017,-11917.6283243694,6.51274377125083,1734,0.0385279284793983,0.0496374810974486,"nnSVG_V13F27-348.csv"
"2407","HAVANA","gene","ENSG00000213619",10,"NDUFS3","protein_coding","NDUFS3; ENSG00000213619",0.00204406165726871,0.177727146677141,18.0898942560535,-10305.221935822,3.33000000000015,0.186933967801812,0.17978254424129,0.241857061279874,0.0113703505483835,-10311.7273759126,13.0108801812385,1379,0.00149528255407072,0.00242237942407106,"nnSVG_V13F27-348.csv"
"2408","HAVANA","gene","ENSG00000172247",4,"C1QTNF4","protein_coding","C1QTNF4; ENSG00000172247",0.00476369278445318,0.307930241943788,0.00105041916814153,-15381.0123136578,3.98900000000003,0.339766734520294,0.31270596215852,0.203137927172171,0.0152343625999438,-15399.6399948627,37.255362409669,782,8.13019274126248e-09,2.32261516419186e-08,"nnSVG_V13F27-348.csv"
"2409","HAVANA","gene","ENSG00000211450",10,"SELENOH","protein_coding","SELENOH; ENSG00000211450",0.00645075445744765,0.276723334063914,0.812598756739426,-14449.6406464707,4.14100000000008,0.305498456004069,0.283171510641567,0.262903420138838,0.0227801720529278,-14487.6964147884,76.1115366352533,459,0,0,"nnSVG_V13F27-348.csv"
"2410","HAVANA","gene","ENSG00000110107",9,"PRPF19","protein_coding","PRPF19; ENSG00000110107",0.00114742113856064,0.162966471047978,0.0108365236285699,-9469.80757667162,4.14199999999983,0.18052160184359,0.164127994396785,0.187642946836071,0.00699161492834768,-9474.32279283855,9.03043233385688,1587,0.010941239736994,0.0154018459813766,"nnSVG_V13F27-348.csv"
"2411","HAVANA","gene","ENSG00000011347",9,"SYT7","protein_coding","SYT7; ENSG00000011347",0.00206358989616374,0.183153949693933,0.000989770859883877,-10575.6198302131,3.32200000000012,0.197580320331236,0.185232988393443,0.229915373213009,0.0111414388763108,-10586.2592917033,21.278922980473,1088,2.39519338938177e-05,4.9180717204769e-05,"nnSVG_V13F27-348.csv"
"2412","HAVANA","gene","ENSG00000124920",13,"MYRF","protein_coding","MYRF; ENSG00000124920",0.00963242179296883,0.155959412645612,1.48443432565224e-06,-9350.04205616774,3.60599999999999,0.112663582563694,0.166042821226226,0.871132443944997,0.0581696665516532,-9580.94206214063,461.80001194579,59,0,0,"nnSVG_V13F27-348.csv"
"2413","HAVANA","gene","ENSG00000167996",16,"FTH1","protein_coding","FTH1; ENSG00000167996",0.0390953927704693,0.940466478484755,2.44528234956615e-05,-25787.6209010748,4.09899999999993,2.69910756528082,0.980585680813485,0.0732558982281475,0.0399111009908663,-25905.0545012696,234.867200389446,146,0,0,"nnSVG_V13F27-348.csv"
"2414","HAVANA","gene","ENSG00000254772",10,"EEF1G","protein_coding","EEF1G; ENSG00000254772",0.00667144264305009,0.38444345084528,23.7663257117949,-17444.5657834733,4.34400000000005,0.410600520308532,0.391116569531183,0.198925465457548,0.0170575008881608,-17456.2793668373,23.4271667279027,1038,8.18192288098984e-06,1.76092636956949e-05,"nnSVG_V13F27-348.csv"
"2415","HAVANA","gene","ENSG00000168000",14,"BSCL2","protein_coding","BSCL2; ENSG00000168000",0.0137678123633799,0.501810733235295,0.00171080411949616,-19943.4011652276,4.0440000000001,0.622911238849668,0.515784297196528,0.188367642559933,0.0267036176755438,-19999.5495216643,112.296712873263,313,0,0,"nnSVG_V13F27-348.csv"
"2416","HAVANA","gene","ENSG00000162188",6,"GNG3","protein_coding","GNG3; ENSG00000162188",0.0208419520389276,0.446183449068839,1.29324555350925e-08,-18955.7285630834,5.25,0.539021025927194,0.467316835323789,0.267832632379847,0.0446270202637614,-19092.4721745179,273.487222869029,130,0,0,"nnSVG_V13F27-348.csv"
"2417","HAVANA","gene","ENSG00000176485",11,"PLAAT3","protein_coding","PLAAT3; ENSG00000176485",0.0082126386317018,0.208787942167777,3.82148985777462e-07,-11943.0102209305,4.05099999999993,0.168071252136207,0.217237404849633,0.539197563709711,0.0378461596805161,-12051.246771355,216.473100848969,162,0,0,"nnSVG_V13F27-348.csv"
"2418","HAVANA","gene","ENSG00000133318",14,"RTN3","protein_coding","RTN3; ENSG00000133318",0.0515584225701761,0.839155988278531,2.2015552158562e-05,-24817.2565964627,4.03199999999993,1.2632495609087,0.891343403692517,0.179746587848797,0.0578843476003147,-25027.9514748264,421.389756727382,75,0,0,"nnSVG_V13F27-348.csv"
"2419","HAVANA","gene","ENSG00000176340",4,"COX8A","protein_coding","COX8A; ENSG00000176340",0.0262322258676266,0.515421582330291,3.78959584834171,-20313.5939536176,3.49299999999994,0.663910747657289,0.541775866272388,0.243953960046547,0.048429874341512,-20451.4625798049,275.737252374718,129,0,0,"nnSVG_V13F27-348.csv"
"2420","HAVANA","gene","ENSG00000167770",11,"OTUB1","protein_coding","OTUB1; ENSG00000167770",0.00262678712619405,0.226493877582032,4.79818742982076e-06,-12530.3391782671,4.30600000000004,0.247442655083524,0.229131862085604,0.207127552082367,0.0114646451883296,-12541.2434993791,21.8086422241904,1070,1.83786459758695e-05,3.83718645888714e-05,"nnSVG_V13F27-348.csv"
"2421","HAVANA","gene","ENSG00000002330",13,"BAD","protein_coding","BAD; ENSG00000002330",0.00262887438246151,0.211689741106179,5.99270121923538e-06,-11914.9463150309,4.30999999999995,0.231601592679173,0.214320716254677,0.221382544898446,0.0122661971124989,-11926.9964862998,24.1003425377312,1028,5.84355467614373e-06,1.26989310763668e-05,"nnSVG_V13F27-348.csv"
"2422","HAVANA","gene","ENSG00000173113",6,"TRMT112","protein_coding","TRMT112; ENSG00000173113",0.00208810396291936,0.223434540556814,0.000557418010362781,-12388.5267653666,4.5780000000002,0.241740828021077,0.225533778174099,0.189027962626075,0.00925895475980308,-12395.7551455658,14.456760398225,1314,0.000725695393682946,0.0012337926251809,"nnSVG_V13F27-348.csv"
"2423","HAVANA","gene","ENSG00000126432",14,"PRDX5","protein_coding","PRDX5; ENSG00000126432",0.0112403056002613,0.470600783854013,0.125720508682992,-19333.0562408281,4.33900000000017,0.555089345799665,0.481848520802754,0.190996833738911,0.0233278270497685,-19373.9525087563,81.7925358564171,438,0,0,"nnSVG_V13F27-348.csv"
"2424","HAVANA","gene","ENSG00000110076",18,"NRXN2","protein_coding","NRXN2; ENSG00000110076",0.00231195748304201,0.179376300024824,0.000275271293066358,-10395.7905290896,4.32400000000007,0.197571937350087,0.181711413840735,0.243368666853604,0.0127248591337386,-10409.8221696413,28.0632811034702,941,8.05630568145865e-07,1.91262347421665e-06,"nnSVG_V13F27-348.csv"
"2425","HAVANA","gene","ENSG00000149806",11,"FAU","protein_coding","FAU; ENSG00000149806",0.0113665425303411,0.721248941685008,0.0197914956947321,-23206.4021335587,4.3130000000001,0.974964788487859,0.732664695403695,0.109351629613075,0.0155150181442247,-23225.9369841767,39.0697012360542,749,3.28187599318852e-09,9.78866617995081e-09,"nnSVG_V13F27-348.csv"
"2426","HAVANA","gene","ENSG00000245532",9,"NEAT1","lncRNA","NEAT1; ENSG00000245532",0.00427303125817196,0.244057453825234,0.000417042380115514,-13257.7681054889,4.29899999999998,0.187684157486971,0.248442794907919,0.348289530398257,0.0172070346366729,-13285.0138361101,54.4914612424764,592,1.47004630690617e-12,5.5474382595074e-12,"nnSVG_V13F27-348.csv"
"2427","HAVANA","gene","ENSG00000251562",8,"MALAT1","lncRNA","MALAT1; ENSG00000251562",0.11188702843998,1.16722116675033,0.207874809149268,-27948.5746362467,3.74099999999999,1.3581237197702,1.28373729516824,0.24629213054029,0.0874726851572811,-28381.2031632667,865.257054040034,13,0,0,"nnSVG_V13F27-348.csv"
"2428","HAVANA","gene","ENSG00000168056",16,"LTBP3","protein_coding","LTBP3; ENSG00000168056",0.00115832935089324,0.161306773548154,0.798442240023078,-9376.9469889192,3.47800000000007,0.160527198314544,0.162483171221119,0.212015398504325,0.00712971173639061,-9381.73966010763,9.58534237686763,1557,0.00829028287124123,0.01189498518584,"nnSVG_V13F27-348.csv"
"2429","HAVANA","gene","ENSG00000172757",13,"CFL1","protein_coding","CFL1; ENSG00000172757",0.0264472004899236,0.734159367557523,0.0787968786533734,-23485.6685087706,4.58799999999997,1.13664421269139,0.760548760669477,0.143075512001972,0.0347711965698853,-23569.2772160089,167.217414476509,219,0,0,"nnSVG_V13F27-348.csv"
"2430","HAVANA","gene","ENSG00000175602",4,"CCDC85B","protein_coding","CCDC85B; ENSG00000175602",0.00946596476108921,0.502922503588881,4.67859969277153,-19916.0124642441,4.01900000000001,0.60112844996942,0.512413276348908,0.161850915058617,0.0184741955484912,-19939.2760188784,46.5271092686235,662,7.88435983167801e-11,2.65966084081893e-10,"nnSVG_V13F27-348.csv"
"2431","HAVANA","gene","ENSG00000175573",7,"C11orf68","protein_coding","C11orf68; ENSG00000175573",0.000855789160539451,0.12958039013112,0.00208304206155846,-7359.1101484688,4.31799999999998,0.13652595810954,0.13044765226568,0.214273349095138,0.00656097997646713,-7363.15421117691,8.08812541622683,1641,0.0175261240535868,0.0238594522460164,"nnSVG_V13F27-348.csv"
"2432","HAVANA","gene","ENSG00000175550",8,"DRAP1","protein_coding","DRAP1; ENSG00000175550",0.00157569279452465,0.204948624141768,0.0053093888703437,-11581.877370101,4.28499999999985,0.213411257398571,0.20654295839264,0.186002357986144,0.00762957514107505,-11587.212868909,10.6709976160055,1488,0.00481750650205415,0.00723271596137683,"nnSVG_V13F27-348.csv"
"2433","HAVANA","gene","ENSG00000175334",8,"BANF1","protein_coding","BANF1; ENSG00000175334",0.00169882633830139,0.184508893590503,8.95238728188356,-10629.636496104,3.71399999999994,0.186734088834006,0.186211104611147,0.220724674950765,0.0091232862899075,-10634.6696189881,10.0662457681428,1526,0.00651842247457179,0.0095421204591796,"nnSVG_V13F27-348.csv"
"2434","HAVANA","gene","ENSG00000174996",11,"KLC2","protein_coding","KLC2; ENSG00000174996",0.00379845254944476,0.17969161559668,5.26998244411861,-10471.5082794426,4.30400000000009,0.194999965180651,0.183452584259508,0.316059478334303,0.0207011343328937,-10497.4811933546,51.9458278239072,616,5.24935650503267e-12,1.90374390133815e-11,"nnSVG_V13F27-348.csv"
"2435","HAVANA","gene","ENSG00000174871",11,"CNIH2","protein_coding","CNIH2; ENSG00000174871",0.0024204146240849,0.222237323317963,3.78416907078825e-06,-12350.7523982933,4.29700000000025,0.241944935014379,0.224661153077584,0.203342589247094,0.010773787033809,-12360.1208930418,18.7369894970616,1170,8.53717977754576e-05,0.000163009056607156,"nnSVG_V13F27-348.csv"
"2436","HAVANA","gene","ENSG00000179292",5,"TMEM151A","protein_coding","TMEM151A; ENSG00000179292",0.000890093867218195,0.152952536826664,0.069526108493062,-8877.03281951026,4.59199999999964,0.148121801215045,0.153858540962481,0.201418297052105,0.00578574263325824,-8880.4004463867,6.73525375288591,1721,0.0344713451149431,0.0447466501956902,"nnSVG_V13F27-348.csv"
"2437","HAVANA","gene","ENSG00000174684",7,"B4GAT1","protein_coding","B4GAT1; ENSG00000174684",0.00876357380499596,0.399704150827908,0.00547426083819306,-17820.2630862643,4.03899999999976,0.462549936814492,0.408500951378716,0.202386713609688,0.0214547521786988,-17856.0265404195,71.5269083104868,483,3.33066907387547e-16,1.52786749713302e-15,"nnSVG_V13F27-348.csv"
"2438","HAVANA","gene","ENSG00000174080",11,"CTSF","protein_coding","CTSF; ENSG00000174080",0.00204761410405987,0.239730759540638,2.66478888445912,-13029.9662033524,4.57999999999993,0.25791480509704,0.241791523826818,0.17544774209448,0.00846897128636042,-13035.5729737623,11.2135408197973,1468,0.00367291222459809,0.00558943181863224,"nnSVG_V13F27-348.csv"
"2439","HAVANA","gene","ENSG00000173898",13,"SPTBN2","protein_coding","SPTBN2; ENSG00000173898",0.00294464892696751,0.191062470403597,2.95555661813024,-10995.2062520893,4.02500000000009,0.204947841239275,0.19401315386108,0.264772827802066,0.0151780457187769,-11011.954882335,33.4972604914983,840,5.32307156131395e-08,1.41568355571135e-07,"nnSVG_V13F27-348.csv"
"2440","HAVANA","gene","ENSG00000172508",10,"CARNS1","protein_coding","CARNS1; ENSG00000172508",0.013815627165602,0.195021299222269,1.57219485963922e-06,-11433.6271513958,3.4670000000001,0.138452510300649,0.209956302867814,0.848954604029493,0.0661550972070061,-11737.8789938626,608.503684933588,32,0,0,"nnSVG_V13F27-348.csv"
"2441","HAVANA","gene","ENSG00000084207",17,"GSTP1","protein_coding","GSTP1; ENSG00000084207",0.00279262563822473,0.3067303342245,9.08463602398369,-15300.8641644001,3.721,0.312238769660695,0.30952641047328,0.169246436530968,0.00902235375192611,-15305.6985840316,9.66883926311129,1551,0.00795130167069502,0.0114527452819682,"nnSVG_V13F27-348.csv"
"2442","HAVANA","gene","ENSG00000167792",13,"NDUFV1","protein_coding","NDUFV1; ENSG00000167792",0.00206831291371762,0.294918362763241,0.0253155361814512,-14921.8616102977,4.56800000000021,0.314558565642601,0.297004989630006,0.144579462533331,0.00696432898547742,-14926.1197015384,8.51618248128943,1614,0.0141492842297157,0.0195845730911927,"nnSVG_V13F27-348.csv"
"2443","HAVANA","gene","ENSG00000186642",16,"PDE2A","protein_coding","PDE2A; ENSG00000186642",0.00191638513444131,0.209774860609217,0.00708048175990231,-11807.0592341286,3.72800000000007,0.236406290053915,0.211714726042532,0.185175006705137,0.00905273681823339,-11814.5431154583,14.9677626593912,1300,0.000562071591206248,0.000965898411349814,"nnSVG_V13F27-348.csv"
"2444","HAVANA","gene","ENSG00000021300",14,"PLEKHB1","protein_coding","PLEKHB1; ENSG00000021300",0.0290649868520331,0.525600388012935,0.00406204085139244,-20495.0232922589,4.04500000000007,0.484474375948986,0.555046086989363,0.351895937769417,0.0524009396820721,-20673.8976264908,357.748668463748,92,0,0,"nnSVG_V13F27-348.csv"
"2445","HAVANA","gene","ENSG00000175582",19,"RAB6A","protein_coding","RAB6A; ENSG00000175582",0.00476485559758948,0.316056484246969,0.205929817502499,-15617.8755199201,4.85400000000027,0.350527329885844,0.320825019087235,0.196925967174253,0.0148520531704596,-15635.2542256792,34.7574115181014,813,2.83481019769383e-08,7.78962605368759e-08,"nnSVG_V13F27-348.csv"
"2446","HAVANA","gene","ENSG00000214517",10,"PPME1","protein_coding","PPME1; ENSG00000214517",0.00118258950078518,0.134264402220807,1.53167952425724,-7703.18162580973,4.57200000000012,0.146084379370592,0.135451941743765,0.235403670180951,0.00873101340793133,-7709.18603736084,12.0088231022255,1424,0.00246784111978138,0.00387159906010646,"nnSVG_V13F27-348.csv"
"2447","HAVANA","gene","ENSG00000165434",8,"PGM2L1","protein_coding","PGM2L1; ENSG00000165434",0.00285688343019689,0.259808170197944,8.70226588640385e-05,-13787.2983783976,4.5949999999998,0.27458197033496,0.262673447557818,0.194658890186131,0.010876526552487,-13796.9990346743,19.401312553422,1144,6.12432893171144e-05,0.000119595724068561,"nnSVG_V13F27-348.csv"
"2448","HAVANA","gene","ENSG00000118363",12,"SPCS2","protein_coding","SPCS2; ENSG00000118363",0.00211703011031484,0.223263468604638,17.87156079605,-12385.5441144033,3.471,0.230060197499719,0.225396604540858,0.199996331346818,0.00939313792624234,-12390.1627076946,9.23718658247526,1572,0.00986666582881501,0.0140217121256824,"nnSVG_V13F27-348.csv"
